ID,Quote,Author,Tags
4685,"In good organizations, leaders are treated with a sense of appreciation and respect by employees; in great organizations, employees are treated with the same esteem by leaders.","Kevin E. Phillips, Employee Leaps: Leveraging Engagement by Applying Positive Strategies","business-culture,employee-engagement,leadership"
4686,"When a person is engaged, dedication to their craft, desire to achieve, and relentless commitment to make a difference is palpable. You can see it, hear it, and feel it…and it is contagious!","Kevin E. Phillips, Employee Leaps: Leveraging Engagement by Applying Positive Strategies","business-culture,employee-engagement,leadership"
4687,"Leadership is about what’s right for the organization, not what feels right for the leader.","Liz Weber, Something Needs to Change Around Here","leadership,leadership-coaching,leadership-team-development"
4688,"Holding your team accountable to do the jobs they’re being paid to do is not being mean; it’s being a manager, and that’s your job.","Liz Weber, Something Needs to Change Around Here","leadership,leadership-skills,management"
4689,Storytelling is not something we do. Storytelling is who we are.,"Carmine Gallo, Talk Like TED: The 9 Public-Speaking Secrets of the World's Top Minds","carminegallo,ideas-influence,leadership,storytelling,the-storytellers-secret"
4690,"True friends don't send sms, they give a phone call.",Alin Sav,leadership
4691,Out of your comfort zone is the growth zone.,Alin Sav,leadership
4692,A vision keeps you going even when your partners and sponsors leave you.,Alin Sav,leadership
4693,"Leadership is the art of following, listening and executing.",Alin Sav,leadership
4694,You build legacy when you do something and also when you do nothing.,Alin Sav,leadership
4695,"We become what we think. If you have a negative thinking, stop thinking.",Alin Sav,leadership
4696,Be as good as you would want to follow yourself.,Alin Sav,leadership
4697,"The source of motivation should be in the vision, not position.",Alin Sav,leadership
4698,Do not look after people with big titles. Look after people with big characters.,Alin Sav,leadership
4699,"How do you know who´s the leader? When he says nothing, but everybody understands what has to be done.",Alin Sav,leadership
4700,Vision is oxygen for companies.,Alin Sav,"business,entrepreneurship,leadership"
4701,"Not every gift must you stretch your hands to take! Sometimes, just put your hands by your side and humbly and courageously say thank you!",Ernest Agyemang Yeboah,"bribery,business-quotes,corruption,courage-to-say-no,gifts,integrity-quotes,leadership"
4702,"If you are number 2 or 3 and you are ok with that, then you are ready to be number one and everybody is ok with that.",Alin Sav,leadership
4703,Leaders move among the various stages each day. But effective leaders move among the right stages at the right times.,"Liz Weber, Something Needs to Change Around Here","leadership,leadership-training,strategic-leadership"
4704,You can’t effectively move up to the next stage of leadership yourself until your current stage leadership skills are solid and are being developed in your team members so they can take over as you move on.,"Liz Weber, Something Needs to Change Around Here","leadership,leadership-development,leadership-training"
4705,Rich people can´t afford to waste time.,Alin Sav,leadership
4706,"How much of your time, at your “hourly rate,” is wasted each year because you’re cleaning up after your employees and fixing issues they’ve created or haven’t resolved themselves?","Liz Weber, Something Needs to Change Around Here","leadership,leadership-development-program"
4707,"What is the cost of replacing and bringing up to speed one of your managers, supervisors, or front-line employees who left because they were frustrated with your organization’s leadership?","Liz Weber, Something Needs to Change Around Here","leadership,leadership-development,managers,supervisors"
4708,"Care about people first, then numbers.",Alin Sav,leadership
4709,"When you strive for excellence in leadership, then you will excel as a leader.",Gift Gugu Mona,"excel,excellence,leader,leadership,strive"
4710,Connect enthusiastically. Give relentlessly and lead courageously.,Sravani Saha Nakhro,leadership
4711,"Jackson’s plight raises difficult questions about leadership and morality. His situation illustrates the need to acknowledge that our leaders will occasionally disappoint themselves and us. If we demand that they be perfect, we risk disillusionment when their shortcomings surface. The underlying flaw of our unwritten compact with leaders is the desperate need to believe that they must be pure to be effective. The best leaders concede their flawed humanity even as they aspire to lofty goals.This does not mean that we should not hold leaders accountable for their actions. To his credit, Jackson acknowledged his failure, sought the forgiveness of his family and followers, and provided for his infant daughter. He is willing to practice the same moral accountability he preaches. Because Jackson has so prominently urged young people to take the high road of personal responsibility, some conclude that his actions reveal hypocrisy. But it is not hypocritical to fail to achieve the moral standards that one believes are correct. Hypocrisy comes when leaders conjure moral standards that they refuse to apply to themselves and when they do not accept the same consequences they imagine for others who offend moral standards.",Michael Eric Dyson,leadership
4712,Any leadership that disempowers its followers cannot be entrusted to lead.,Gift Gugu Mona,"entrusted,followers,lead,leadership,leadership-traits"
4713,Leaders should never look down on the people who put them into power because every leadership requires followers.,Gift Gugu Mona,"followers,leaders,leadership,leadership-quotes,look-down,power"
4714,The strategist chooses the shortest path while the leader chooses the path through which he learns something new.,Bogdan Vaida,"leader,leadership,optimist,strategist"
4715,"Every time I read ""serve"", I understand ""leadership"".",Alin Sav,leadership
4716,Being silent in the right moment is a skill.,Alin Sav,leadership
4717,"If you want to lead people, but you have problems in being authentic, you´ve lost.",Alin Sav,leadership
4718,"I am what ""I click"" every day. I am what I watch. I am what I refuse or accept. I am not better than you and you are not better than me. I am here to lead by serving and to serve by loving.",Alin Sav,leadership
4719,Sometimes you will bleed if you want to lead.,Alin Sav,leadership
4720,You can't lead people where you haven't been yet.,Alin Sav,leadership
4721,"Leadership does never compete, but completes.",Alin Sav,leadership
4722,"Every time before you speak, look in the mirror and be sure not to copy someone else.",Alin Sav,leadership
4723,Follow leaders who follow leaders.,Alin Sav,leadership
4724,"You can buy likes, but you can´t buy influence.",Alin Sav,leadership
4725,Communication is a possibility. Connecting is an ability. Caring is a decision.,Alin Sav,leadership
4726,Follow people who love people. Not necessarily those who teach people.,Alin Sav,leadership
4727,"Follow leaders for their questions, not only for their answers.",Alin Sav,leadership
4728,People are not dumb. They feel if you want rather to lead them than to love them.,Alin Sav,leadership
4729,"We know how to lead projects, but we forget how to lead people, because we forgot how to lead ourselves.",Alin Sav,leadership
4730,A great speaker always inspires people by his actions.,Alin Sav,leadership
4731,"Some people are like ""the great wall of china"", you can´t reach them.",Alin Sav,leadership
4732,Leaders fly economy. They prefer people around them than luxury.,Alin Sav,leadership
4733,"Leaders pull the trigger, but the ""shot"" belongs to you.",Alin Sav,leadership
4734,I am dreaming of leaders who lead by serving.,Alin Sav,leadership
4735,Invest in people who don´t deserve it yet.,Alin Sav,leadership
4736,"If you have time, you need a vision. If you have money you need a purpose.",Alin Sav,leadership
4737,Staying humble and being grateful is a perfect combination for longterm leadership,Alin Sav,leadership
4738,"If people copy your ideas or thoughts, don´t stop them. It´s a sign, that you are an influencer.",Alin Sav,leadership
4739,Leadership is a longterm game.,Alin Sav,leadership
4740,Make people feel great when they feel small. Make them feel responsible when they feel great.,Alin Sav,leadership
4741,You want to build a big business? Start with your character.,Alin Sav,"business,leadership"
4742,"Number one"" leaders never think about positions, but disposition.",Alin Sav,leadership
4743,"Leadership. Something you need few words for, acts are enough.",Alin Sav,leadership
4744,Leadership. An environment for developing changers.,Alin Sav,leadership
4745,Leadership. Applies for weak and strong ones.,Alin Sav,leadership
4746,Leadership. More than a New York Times best seller book.,Alin Sav,leadership
4747,Intentional leadership. The moment when your business starts to grow.,Alin Sav,leadership
4748,Leadership. When you attract more skilled people than you.,Alin Sav,leadership
4749,Leadership. A gun to protect or a gun to kill. Your choice.,Alin Sav,leadership
4750,Leadership. Where the greatest also has a mentor.,Alin Sav,leadership
4751,Leadership. Sees the future and knows the past.,Alin Sav,leadership
4752,"Leadership. No rules, no laws, no books, no titles, just influence.",Alin Sav,leadership
4753,"We do not influence through speaking that much, but by leading.",Alin Sav,leadership
4754,Our job is...To listen more than we speak.To follow more than we lead.To love more than we receive.To forgive more than we've been forgiven.To remember more than we forget.,Alin Sav,leadership
4755,I don't care if you dream big or small. Do shit.,Alin Sav,leadership
4756,"Understand this: If you pay attention to the client, he will pay attention to your product.",Alin Sav,"business,leadership"
4757,People need to be loved and then to be led.,Alin Sav,leadership
4758,"Don´t speak about it, prove it - Leadership",Alin Sav,leadership
4759,"If you're focused, you can't get bored.",Alin Sav,leadership
4760,Bad Leadership: When you want to lead people more than to love them.,Alin Sav,leadership
4761,Leadership is influence. An influencer is not automatically a leader.,Alin Sav,leadership
4762,Leadership moves people doing things they are not paid for yet.,Alin Sav,leadership
4763,"Today's common problem: The focus on results and projects, more than on people and their humanity.",Alin Sav,leadership
